,Prompt,Response
181,"Simple sketch comparing all four graphs, highlighting curve C flattening.","\begin{tikzpicture}
    \begin{axis}[
        width=5cm,
        height=4cm,
        axis lines=center,
        xmin=-1, xmax=5,
        ymin=-1, ymax=5,
        xlabel={$x$},
        ylabel={$y$},
        ticks=none,
        clip=false
    ]
        \addplot[blue, thick, domain=0:4] {x} node[above left] {A};
    \end{axis}

    \begin{axis}[
        xshift=6cm,
        width=5cm,
        height=4cm,
        axis lines=center,
        xmin=-1, xmax=5,
        ymin=-1, ymax=5,
        xlabel={$x$},
        ylabel={$y$},
        ticks=none
    ]
        \addplot[blue, thick, domain=0:3] {0.3*x^2} node[above left] {B};
    \end{axis}

    \begin{axis}[
        yshift=-5cm,
        width=5cm,
        height=4cm,
        axis lines=center,
        xmin=-1, xmax=5,
        ymin=-1, ymax=5,
        xlabel={$x$},
        ylabel={$y$},
        ticks=none
    ]
        \addplot[red, very thick, domain=0:2] {3.5*e^(-0.7*x)} 
            node[above left] {C};
        \draw[red, dashed, ->] (2.5,0.7) -- (3.8,0.4) 
            node[below, font=\footnotesize] {Flattening};
    \end{axis}

    \begin{axis}[
        xshift=6cm,
        yshift=-5cm,
        width=5cm,
        height=4cm,
        axis lines=center,
        xmin=-1, xmax=5,
        ymin=-1, ymax=5,
        xlabel={$x$},
        ylabel={$y$},
        ticks=none
    ]
        \addplot[blue, thick, domain=0:4] {0.2*(x-2)^3 + 2} 
            node[above left] {D};
    \end{axis}
\end{tikzpicture}"
182,"Split-ring commutator attached to a coil in a magnetic field. Brushes contact opposite halves of the ring after each half-turn, flipping current direction in the coil.","\begin{tikzpicture}
  % Axis
  \draw[dashed] (-2,0) -- (4,0);
  
  % Coil (rectangle representation)
  \draw (-0.5,-1) rectangle (0.5,1);
  
  % Split-ring commutator
  \draw (3,0) ++(10:0.5) arc (10:170:0.5);   % Top half-ring
  \draw (3,0) ++(190:0.5) arc (190:350:0.5); % Bottom half-ring
  
  % Connections from coil to rings
  \draw (0.5,1) to[out=0, in=180] (2.5,0.5);
  \draw (0.5,-1) to[out=0, in=180] (2.5,-0.5);
  
  % Brushes
  \draw (2.5,0.5) -- (2.5,0.7) -- (3.5,0.7) -- (3.5,0.5); % Top brush
  \draw (3,0.7) -- (3,1.5); % Top brush wire
  \draw (2.5,-0.5) -- (2.5,-0.7) -- (3.5,-0.7) -- (3.5,-0.5); % Bottom brush
  \draw (3,-0.7) -- (3,-1.5); % Bottom brush wire
  
  % Magnetic field direction
  \draw[->, thick] (-1,1.5) -- (1,1.5) node[above, midway] {$\vec{B}$};
\end{tikzpicture}"
183,"Sketch of a graph showing only positive half-cycles of a sine wave, with the voltage dropping to zero during the negative half-cycles. Zero voltage is shown as a flat line along the time axis.","\begin{tikzpicture}[>=stealth, scale=1]
    % Axes
    \draw[->] (0,0) -- (5,0) node[below] {time};
    \draw[->] (0,0) -- (0,1.5) node[left] {voltage};

    % Axis ticks and labels
    \foreach \x in {1,2,3,4} {
        \draw (\x,0.05) -- (\x,-0.05) node[below] {\x};
    }
    \draw (-0.05,1) -- (0.05,1) node[above left] {1};
    \node[below left] at (0,0) {0};

    % Waveform
    \draw[blue, thick] 
        plot[domain=0:1, samples=100] (\x, {sin(180*\x)})
        -- plot[domain=1:2] (\x,0)
        -- plot[domain=2:3, samples=100] (\x, {sin(180*\x)})
        -- plot[domain=3:4] (\x,0);

    % Zero voltage label
    \node[below] at (2.5,-0.2) {Zero voltage};
\end{tikzpicture}"
184,"A rectangle with a curved right edge. Two input wires enter the left side, and one output wire exits the right side. No circles are present on inputs or output.","\begin{tikzpicture}
  % Main shape with curved right edge
  \draw (0,-1) -- (0,1) -- (3,1) to[out=0, in=90] (4,0) to[out=-90, in=0] (3,-1) -- cycle;
  
  % Input wires
  \draw (-1, 0.5) -- (0,0.5);
  \draw (-1,-0.5) -- (0,-0.5);
  
  % Output wire
  \draw (4,0) -- (5,0);
\end{tikzpicture}"
185,A 6V battery connected to a variable resistor. The lamp is in series with the variable resistor. Arrows show adjustment of the resistor slider.,"\begin{circuitikz}[american]
    \draw (0,0) to [battery, l=6V] (2,0) 
          to [vR, l=variable resistor] (4,0)
          to [lamp, l=lamp] (6,0)
          -- (6,-1)
          -- (0,-1)
          -- (0,0);
    \draw[<->] (2.5,0.5) -- (3.5,0.5) node[above, midway] {adjust};
\end{circuitikz}"
186,"A simple circuit with a cell and a resistor. Arrows show charge flow. Labels: ""Chemical energy → Electrical energy: 1.5 J per coulomb.""","\begin{tikzpicture}[circuitikz]
    % Circuit components
    \draw (0,0) to[battery1] (0,2); % Battery
    \draw (0,2) -- (2,2) node[midway, above]{$\rightarrow$}; % Top wire with charge flow arrow
    \draw (2,2) to[resistor] (2,0); % Resistor
    \draw (2,0) -- (0,0) node[midway, below]{$\leftarrow$}; % Bottom wire with charge flow arrow
    % Energy conversion label
    \node[left, align=left] at (0,1) {Chemical energy $\rightarrow$ Electrical energy: 1.5 J per coulomb};
\end{tikzpicture}"
188,"Air molecules arranged sparsely, with sound waves compressing and rarefying them longitudinally.","\begin{tikzpicture}
  % Draw direction of wave propagation
  \draw[->] (-1,-0.5) -- (17,-0.5) node[midway, below] {Direction of wave propagation};
  
  % Draw air molecules using longitudinal wave pattern
  \foreach \i in {0,1,...,16} {
    \pgfmathsetmacro{\x}{\i + 0.5*sin(45*\i)}
    \fill (\x,0) circle (2pt);
  }
  
  % Label regions
  \node at (0.7,0.5) {Rarefaction};
  \node at (3.6,0.5) {Compression};
  \node at (6.75,0.5) {Rarefaction};
\end{tikzpicture}"
189,"Simple sketch showing Moon blocking straight-line paths of light rays from Sun to Earth. Rays labelled ""UV"", ""Visible"", ""IR"" all hit the Moon at the same moment and are blocked","\begin{tikzpicture}[scale=0.8]
  % Define Moon radius
  \def\moonr{0.5}
  
  % Draw light rays
  \draw[thick] (-6, 0.2) -- ({-sqrt(\moonr^2 - 0.2^2)}, 0.2) node[left] {UV};
  \draw[thick] (-6, 0) -- ({-sqrt(\moonr^2 - 0^2)}, 0) node[left] {Visible};
  \draw[thick] (-6, -0.2) -- ({-sqrt(\moonr^2 - (-0.2)^2)}, -0.2) node[left] {IR};
  
  % Draw celestial bodies
  \draw[fill=yellow!80] (-5,0) circle (0.3) node[below=3mm] {Sun};
  \draw[fill=white, line width=0.5pt] (0,0) circle (\moonr) node[below=3mm] {Moon};
  \draw[fill=blue!30] (5,0) circle (0.3) node[below=3mm] {Earth};
\end{tikzpicture}"
190,"Object placed between the lens and F. Two rays drawn: one parallel to the axis refracting through F, and one through the lens center. Refracted rays diverge; backward extensions meet to form an upright, magnified virtual image","\begin{tikzpicture}[>=stealth]
    % Optical axis
    \draw[thin] (-4,0) -- (4,0);
    % Lens
    \draw[very thick] (0,-1.5) -- (0,1.5);
    % Focal point F (left)
    \draw (-3,0) node[below] {$F$} -- ++(0,0.1) -- ++(0,-0.2);
    % Object arrow
    \draw[->, thick] (-1.5,0) -- (-1.5,0.5) node[left] {Object};
    % Virtual image arrow (dashed)
    \draw[dashed, ->, thick] (-3,0) -- (-3,1) node[left] {Image};
    % Ray 1: parallel to axis
    \draw[->, thick] (-1.5,0.5) -- (0,0.5);
    \draw[->, thick] (0,0.5) -- (3,0); % Refracted through F'
    \draw[dashed] (0,0.5) -- (-3,1); % Backward extension
    % Ray 2: through lens center
    \draw[->, thick] (-1.5,0.5) -- (0,0);
    \draw[->, thick] (0,0) -- (3,-1); % Refracted straight
    \draw[dashed] (0,0) -- (-3,1); % Backward extension
\end{tikzpicture}"
193,"Simple sketch showing particles in solid, liquid, gas colliding [labeled ""CONDUCTION OCCURS""], vs. empty vacuum [labeled ""NO PARTICLES → NO CONDUCTION""]","\begin{tikzpicture}[>=Stealth]
    % Left side: Particles with collisions
    \draw (0,0) rectangle (4,3);
    \node[below] at (2,0) {CONDUCTION OCCURS};
    
    % Particles (solid/liquid/gas)
    \foreach \x/\y in {0.8/1.2, 1.5/0.7, 2.2/2.1, 1.0/2.3, 3.0/1.5, 2.5/0.5, 0.5/1.8, 3.3/2.4} {
        \filldraw (\x,\y) circle (2pt);
    }
    
    % Collision arrows
    \draw[<->, thick] (0.8,1.2) -- (1.0,2.3);
    \draw[<->, thick] (1.5,0.7) -- (2.5,0.5);
    \draw[<->, thick] (2.2,2.1) -- (3.0,1.5);
    \draw[<->, thick] (1.0,2.3) -- (2.2,2.1);
    \draw[<->, thick] (3.0,1.5) -- (3.3,2.4);

    % Right side: Vacuum
    \draw (5,0) rectangle (9,3);
    \node[below] at (7,0) {NO PARTICLES $\rightarrow$ NO CONDUCTION};
    
    % Vacuum indicator
    \draw[dashed] (7,1.5) circle (0.8);
    \node at (7,1.5) {\Large $\emptyset$};
    
    % Division line and labels
    \draw[dashed] (4.5,-0.5) -- (4.5,3.5);
    \node[above, align=center] at (2,3.2) {Solids/Liquids/Gases};
    \node[above, align=center] at (7,3.2) {Vacuum};
\end{tikzpicture}"
194,"Sketch showing initial state [100g water at 25°C + 50g ice at 0°C] and final state [mixture at 0°C with 18g unmelted ice]. Arrows indicate heat flow from water to ice, melting 32g of ice.","\begin{tikzpicture}
  % Initial state container
  \draw[thick] (0,0) rectangle (4,3);
  \node[above] at (2,3) {Initial State};
  
  % Water in initial state (left side)
  \fill[blue!20] (0,0) rectangle (2.7,3);
  \node[align=center] at (1.35,1.5) {Water \\ 100g \\ 25°C};
  
  % Ice in initial state (right side)
  \fill[blue!40] (2.7,0) rectangle (4,3);
  \node[align=center] at (3.35,1.5) {Ice \\ 50g \\ 0°C};
  
  % Heat flow arrow
  \draw[-Stealth, thick, red] (1.8,2.2) to [out=20, in=160] (2.9,2.2);
  \node[above, red] at (2.35,2.3) {Heat flow};
  
  % Final state container
  \draw[thick] (6,0) rectangle (10,3);
  \node[above] at (8,3) {Final State};
  
  % Unmelted ice (bottom layer)
  \fill[blue!40] (6,0) rectangle (10,0.6);
  \node[align=center] at (8,0.3) {Unmelted ice \\ 18g \\ 0°C};
  
  % Water mixture (top layer)
  \fill[blue!20] (6,0.6) rectangle (10,3);
  \node[align=center] at (8,1.8) {Water mixture \\ 132g \\ 0°C};
  
  % Dashed separation line in final state
  \draw[dashed] (6,0.6) -- (10,0.6);
  
  % State labels
  \node[align=center, font=\small] at (2,-0.7) {Water cools \\ while melting ice};
  \node[align=center, font=\small] at (8,-0.7) {Thermal equilibrium \\ with residual ice};
\end{tikzpicture}"
195,"- Sketch a ball moving downward at 10 m/s before collision.  
- During collision, draw an upward arrow from the floor labeled ""Average force = 18N"".  
- After collision, show the ball moving upward at 8 m/s.  
- Label time of collision: 0.50 s.","\begin{tikzpicture}[>=stealth]
    % Before collision
    \fill (0,3) circle (0.1) node[below right] {Ball};
    \draw[->, thick] (0,3) -- (0,1.7) node[midway, right] {10 m/s};
    
    % Floor
    \draw[thick] (-1.5,0) -- (1.5,0) node[below left] {Floor};
    
    % During collision (ball on floor)
    \fill (0,0) circle (0.1);
    \draw[->, very thick, blue] (0,0) -- (0,2) node[midway, right] {Average force = 18N};
    \node[below] at (0,-0.5) {Time: 0.50 s};
    
    % After collision
    \fill (0,-1.5) circle (0.1);
    \draw[->, thick] (0,-1.5) -- (0,-0.2) node[midway, right] {8 m/s};
\end{tikzpicture}"
197,"A cube labeled ""C"" with sides marked ""5 cm"". An arrow points to it labeled ""Mass = 500 g"". Below, the calculation shows: Volume = 5 x 5 x 5 = 125 cm³; Density = 500 / 125 = 4.0 g/cm³.","\begin{tikzpicture}[scale=1]
    % Front face of the cube
    \draw (0,0) -- (5,0) -- (5,5) -- (0,5) -- cycle;
    % Back face of the cube (dashed for hidden lines)
    \draw[dashed] (0.5,-0.5) -- (5.5,-0.5) -- (5.5,4.5) -- (0.5,4.5) -- cycle;
    % Connecting edges (bottom dashed, top solid)
    \draw[dashed] (0,0) -- (0.5,-0.5);
    \draw[dashed] (5,0) -- (5.5,-0.5);
    \draw (0,5) -- (0.5,4.5);
    \draw (5,5) -- (5.5,4.5);
    % Label ""C"" on the front face
    \node at (2.5,2.5) {C};
    % Dimension line for side length
    \draw[<->] (0,-0.8) -- (5,-0.8) node[midway,below] {5 cm};
    % Mass label arrow
    \draw[->, thick] (7,2.5) -- (5.5,2.5) node[midway, above] {Mass = 500 g};
    % Volume calculation
    \node[anchor=center] at (2.5, -2) {Volume = 5 $\times$ 5 $\times$ 5 = 125 cm\textsuperscript{3}};
    % Density calculation
    \node[anchor=center] at (2.5, -3) {Density = 500 / 125 = 4.0 g/cm\textsuperscript{3}};
\end{tikzpicture}"
199,A rectangular coil in a uniform magnetic field. Arrows on the left side show current upward and force outward; arrows on the right show current downward and force inward. Curved arrows indicate clockwise rotation.,"\begin{tikzpicture}[>=latex]
    % Magnetic field arrows (uniform, horizontal)
    \foreach \y in {2.8,3.0,3.2} {
        \draw[->] (-0.5,\y) -- (4.5,\y);
    }
    \foreach \y in {-0.2,-0.4,-0.6} {
        \draw[->] (-0.5,\y) -- (4.5,\y);
    }
    \node at (5,3) {$\vec{B}$}; % Magnetic field label
    
    % Rectangular coil
    \draw[thick] (0,0) rectangle (4,2);
    
    % Left side: current upward and force outward
    \draw[->, very thick] (0,0.8) -- (0,1.2); % Current (upward)
    \node at (-0.2,1) {$\odot$}; % Force outward symbol
    \node[left] at (-0.2,1) {$F$}; % Force label
    
    % Right side: current downward and force inward
    \draw[->, very thick] (4,1.2) -- (4,0.8); % Current (downward)
    \node at (4.2,1) {$\otimes$}; % Force inward symbol
    \node[right] at (4.2,1) {$F$}; % Force label
    
    % Curved arrow for clockwise rotation
    \draw[->, thick] (1,2.2) .. controls (2,2.7) .. (3,2.2);
\end{tikzpicture}"
201,A → [NOT] → [AND] ← B; output from AND gate.,"\begin{circuitikz}
    \node[not port] (not) at (1.5,0) {};
    \node[and port] (and) at (3.5,0) {};
    \draw (0,0.5) node[left] {A} -- (not.in);
    \draw (not.out) -- (and.in 1);
    \draw (0,-0.5) node[left] {B} -| (and.in 2);
    \draw (and.out) -- ++(0.5,0) node[right] {output};
\end{circuitikz}"
202,"Simple series circuit with a power supply, fixed resistor Y, and LDR labeled. Arrows show: light ↑ → LDR resistance ↓ → voltage across Y ↑.","\begin{circuitikz}
    % Draw the circuit
    \draw (0,0) to [battery] (0,2) -- (2,2) to [R, l=Y] (4,2) to [pR, l=LDR] (6,2) -- (6,0) -- (0,0);
    
    % Annotations
    \node at (5,3) {light $\uparrow$};
    \node at (4,3) {LDR resistance $\downarrow$};
    \node at (3,3) {voltage across Y $\uparrow$};
    \draw [->] (5,3) -- (4,3);
    \draw [->] (4,3) -- (3,3);
\end{circuitikz}"
203,Circuit C shows a cell connected to the primary coil of a transformer. The secondary coil is connected only to the lamp. A switch is closed in the primary circuit.,"\begin{tikzpicture}[european]
  \ctikzset{bipoles/length=0.8cm}
  \node[transformer] (T) at (0,0) {};
  
  % Primary circuit
  \draw (T.A1) to [battery] ++(-2,0) coordinate (battery_end);
  \draw (battery_end) to [switch, status=closed] (battery_end |- T.A2) -- (T.A2);
  
  % Secondary circuit
  \draw (T.B1) to [lamp] ++(2,0) coordinate (lamp_end);
  \draw (lamp_end) -- (lamp_end |- T.B2) -- (T.B2);
\end{tikzpicture}"
204,Simple circuit with cell and lamp only.,"\begin{circuitikz}
    \draw (0,0) to [cell] (0,2) -- (2,2) to [lamp] (2,0) -- (0,0);
\end{circuitikz}"
205,Primary coil has no connections/wires attached. Secondary coil connected to lamp.,"\begin{tikzpicture}
    % Primary coil (no connections, using cute inductor without leads)
    \draw (0,0) to [cute inductor, l=Primary coil] (2,0);
    
    % Secondary coil with connections
    \draw (3.5,0) to [L, l=Secondary coil] (6,0);
    
    % Lamp connected in parallel to secondary coil
    \draw (3.5,0) -- (3.5,-1.5) 
        to [lamp, l=Lamp] (6,-1.5) 
        -- (6,0);
\end{tikzpicture}"
206,"Secondary coil connected to lamp, but the other terminal of the lamp is connected back to the primary coil circuit.","\begin{circuitikz}
    \node[transformer] (T) {};
    % Primary circuit with AC source
    \draw (T.A1) to[V, v=$V_{AC}$] (T.A2);
    % Secondary circuit connections
    \draw (T.B1) to[short] ++(0.5,0) coordinate (lamp_top);
    \draw (lamp_top) to[lamp] (lamp_top |- T.A2) coordinate (lamp_bottom);
    \draw (lamp_bottom) to[short] (T.A2);
    \draw (T.B2) to[short] (lamp_bottom);
\end{circuitikz}"
207,"Battery of two cells in series → positive terminal splits into three wires, each connected to one lamp → all three lamp wires recombine before returning to the negative terminal.","\begin{tikzpicture}[circuitikz]
    % Battery with two cells in series
    \draw (0,0) to [battery1, num cells=2] (0,2);
    % Positive terminal at top
    \draw (0,2) -- (2,2); 
    % Split into three wires for lamps
    \draw (2,2) -- (1.5,2) to [lamp] (1.5,0) -- (1.5,-0.5);
    \draw (2,2) -- (2.5,2) to [lamp] (2.5,0) -- (2.5,-0.5);
    \draw (2,2) -- (3.5,2) to [lamp] (3.5,0) -- (3.5,-0.5);
    % Recombine wires before negative terminal
    \draw (1.5,-0.5) -- (3.5,-0.5) -- (3.5,-1) -- (0,-1) -- (0,0);
\end{tikzpicture}"
208,"A simple circuit with a battery labeled ""emf = E/Q"", arrows showing charge flow around the full loop, and a resistor. Energy is shown entering the circuit at the battery.","\begin{tikzpicture}[scale=1, transform shape]
  \draw (0,0) to [battery, l^=emf = $E/Q$, i>=$ $] (0,2); % Battery with label and current arrow
  \draw (0,2) to [short, i>=$ $] (2,2); % Top wire with current arrow
  \draw (2,2) to [resistor, l=$R$, i>=$ $] (2,0); % Resistor with label and current arrow
  \draw (2,0) to [short, i>=$ $] (0,0); % Bottom wire with current arrow
  \draw [->, thick] (-1,1) -- (0,1) node[midway, above] {Energy}; % Energy input arrow
\end{tikzpicture}"
209,A metal sphere on an insulating stand. A negatively charged rod approaches from the left. Arrows show electrons repelled to the far side. Earth wire connected to the far side.,"\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=1, >=Stealth]

% Metal sphere
\draw (0,0) circle (1.5cm) node[above] {Metal sphere};

% Insulating stand (base and pillar)
\filldraw[gray!30] (-1,-2.5) rectangle (1,-2.2); % Base
\filldraw[gray!30] (-0.3,-2.2) rectangle (0.3, -1.5); % Pillar
\draw (-1,-2.5) -- (1,-2.5); % Base outline

% Negatively charged rod
\fill[gray!40] (-5,-1) rectangle (-3.5,1);
\foreach \y in {-0.8,-0.4,0,0.4,0.8} {
    \node at (-4.25,\y) {$-$};
}
\node[rotate=90] at (-4.25,1.5) {Negatively charged rod};

% Electron movement arrows
\foreach \y in {-1,-0.5,0,0.5,1} {
    \draw[->, thick, red] (-1.5,\y) -- (0.5,\y);
}
\node[red,right] at (0.5,1.2) {Electrons repelled};

% Earth wire
\draw[thick] (1.5,0) -- (1.5,-2.5) -- (2.5,-2.5); % Wire
% Grounding symbol
\draw (2.5,-2.5) -- (2.5,-2.7);
\draw (2.3,-2.7) -- (2.7,-2.7);
\draw (2.4,-2.8) -- (2.6,-2.8);
\draw (2.45,-2.9) -- (2.55,-2.9);
\node[below] at (2.5,-2.9) {Earth};

\end{tikzpicture}
\end{document}"
210,"Two identical cans in space. Arrows labeled ""Infrared Radiation"" point away from both cans. Many large arrows come from the black can, indicating high emission rate. Few small arrows come from the shiny can, indicating low emission rate. Text labels: ""Vacuum - No conduction/convection"", ""Dull Black Surface: Good Emitter"", ""Shiny Surface: Poor Emitter"".","\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[
    >=Latex,
    blackcan/.style={draw,fill=black,rounded corners=2pt,minimum width=1.5cm,minimum height=2cm},
    shinycan/.style={draw,fill=lightgray,rounded corners=2pt,minimum width=1.5cm,minimum height=2cm}
]

% Draw vacuum environment label
\node[align=center] at (1.5,3.5) {Vacuum - No conduction/convection};

% Draw cans
\node[blackcan] (black) at (0,0) {};
\node[shinycan] (shiny) at (3,0) {};

% Add shine effect to shiny can
\fill[white] (3.5,0.5) ellipse (0.2 and 0.1);

% Draw emission arrows for black can (many large)
\foreach \angle in {0,30,60,...,330} {
    \draw[->,red,thick] (black) -- ++(\angle:2);
}
% Label one arrow for black can
\draw[->,red,thick] (black) -- ++(60:2.5) node[midway,above,sloped] {Infrared Radiation};

% Draw emission arrows for shiny can (few small)
\foreach \angle in {45,135,225,315} {
    \draw[->,red,thick] (shiny) -- ++(\angle:0.7);
}
% Label one arrow for shiny can
\draw[->,red,thick] (shiny) -- ++(45:1.2) node[midway,above,sloped] {Infrared Radiation};

% Add surface labels
\node[below,align=center] at (0,-1.5) {Dull Black Surface: Good Emitter};
\node[below,align=center] at (3,-1.5) {Shiny Surface: Poor Emitter};

\end{tikzpicture}
\end{document}"
