Prompt,Response
Straight wavefronts entering a wide gap; exiting wavefronts remain parallel with slight curvature at the edges,"```tikz
\begin{tikzpicture}
  % Barrier with gap
  \draw[thick] (0,3) -- (0,1.5);
  \draw[thick] (0,-3) -- (0,-1.5);
  
  % Incident straight wavefronts (left of barrier)
  \foreach \x in {-3,-2.5,-2,-1.5,-1,-0.5} {
    \draw (\x,-3) -- (\x,3);
  }
  
  % Transmitted wavefronts (right of barrier)
  % Wavefront 1 - minimal curvature
  \draw (0,-1.5) .. controls (1.2,0) .. (0,1.5);
  % Wavefront 2 - moderate curvature
  \draw (0,-1.5) .. controls (2.4,0) .. (0,1.5);
  % Wavefront 3 - pronounced curvature
  \draw (0,-1.5) .. controls (3.6,0) .. (0,1.5);
  
  % Gap labels
  \node at (0.2,0) {Gap};
  \draw[<->] (0.5,-1.5) -- (0.5,1.5) node[midway,right] {Wide};
\end{tikzpicture}
```"
"A kettle with wavy arrows rising from its surface, showing warm air moving upward. Cooler air arrows flow inward at the base to replace it, forming a convection loop.","```tikz
\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{decorations.pathmorphing}
\begin{document}
\begin{tikzpicture}[>=stealth]
  % Kettle body
  \draw (0,0) -- (0,2.5) -- (1,3) -- (4,3) -- (5,2.5) -- (5,0) -- cycle;
  
  % Base
  \draw (0.5,0) -- (4.5,0);
  
  % Wavy rising warm air arrows
  \foreach \x in {1.5,2.5,3.5} {
    \draw[decoration={snake, segment length=4pt, amplitude=2pt}, decorate, ->, thick] (\x,3) -- (\x,5);
  }
  
  % Cooler air inflow arrows
  \foreach \x in {0.7,1.7} {
    \draw[->, thick] (\x-0.8,0) -- (\x,0);
    \draw[->, thick] (5.8-\x,0) -- (5-\x,0);
  }
\end{tikzpicture}
\end{document}
```

This TikZ code draws:
1. A kettle with a trapezoidal shape (wider at the top)
2. Three wavy arrows rising from the kettle's surface (representing warm air)
3. Four horizontal arrows (two on each side) flowing inward at the base (representing cooler air replacement)
4. Uses the decorations.pathmorphing library for the wavy effect
5. Includes arrowheads on all vectors using the stealth arrow style
6. Maintains proper scaling with clear convection loop visualization"
"Simple sketch showing particles in solid, liquid, gas colliding [labeled ""CONDUCTION OCCURS""], vs. empty vacuum [labeled ""NO PARTICLES → NO CONDUCTION""]","```latex
\begin{tikzpicture}[>=Stealth]
    % Left side: Particles with collisions
    \draw (0,0) rectangle (4,3);
    \node[below] at (2,0) {CONDUCTION OCCURS};
    
    % Particles (solid/liquid/gas)
    \foreach \x/\y in {0.8/1.2, 1.5/0.7, 2.2/2.1, 1.0/2.3, 3.0/1.5, 2.5/0.5, 0.5/1.8, 3.3/2.4} {
        \filldraw (\x,\y) circle (2pt);
    }
    
    % Collision arrows
    \draw[<->, thick] (0.8,1.2) -- (1.0,2.3);
    \draw[<->, thick] (1.5,0.7) -- (2.5,0.5);
    \draw[<->, thick] (2.2,2.1) -- (3.0,1.5);
    \draw[<->, thick] (1.0,2.3) -- (2.2,2.1);
    \draw[<->, thick] (3.0,1.5) -- (3.3,2.4);

    % Right side: Vacuum
    \draw (5,0) rectangle (9,3);
    \node[below] at (7,0) {NO PARTICLES $\rightarrow$ NO CONDUCTION};
    
    % Vacuum indicator
    \draw[dashed] (7,1.5) circle (0.8);
    \node at (7,1.5) {\Large $\emptyset$};
    
    % Division line and labels
    \draw[dashed] (4.5,-0.5) -- (4.5,3.5);
    \node[above, align=center] at (2,3.2) {Solids/Liquids/Gases};
    \node[above, align=center] at (7,3.2) {Vacuum};
\end{tikzpicture}
```"
"Sketch showing initial state [100g water at 25°C + 50g ice at 0°C] and final state [mixture at 0°C with 18g unmelted ice]. Arrows indicate heat flow from water to ice, melting 32g of ice.","```latex
\begin{tikzpicture}
  % Initial state container
  \draw[thick] (0,0) rectangle (4,3);
  \node[above] at (2,3) {Initial State};
  
  % Water in initial state (left side)
  \fill[blue!20] (0,0) rectangle (2.7,3);
  \node[align=center] at (1.35,1.5) {Water \\ 100g \\ 25°C};
  
  % Ice in initial state (right side)
  \fill[blue!40] (2.7,0) rectangle (4,3);
  \node[align=center] at (3.35,1.5) {Ice \\ 50g \\ 0°C};
  
  % Heat flow arrow
  \draw[-Stealth, thick, red] (1.8,2.2) to [out=20, in=160] (2.9,2.2);
  \node[above, red] at (2.35,2.3) {Heat flow};
  
  % Final state container
  \draw[thick] (6,0) rectangle (10,3);
  \node[above] at (8,3) {Final State};
  
  % Unmelted ice (bottom layer)
  \fill[blue!40] (6,0) rectangle (10,0.6);
  \node[align=center] at (8,0.3) {Unmelted ice \\ 18g \\ 0°C};
  
  % Water mixture (top layer)
  \fill[blue!20] (6,0.6) rectangle (10,3);
  \node[align=center] at (8,1.8) {Water mixture \\ 132g \\ 0°C};
  
  % Dashed separation line in final state
  \draw[dashed] (6,0.6) -- (10,0.6);
  
  % State labels
  \node[align=center, font=\small] at (2,-0.7) {Water cools \\ while melting ice};
  \node[align=center, font=\small] at (8,-0.7) {Thermal equilibrium \\ with residual ice};
\end{tikzpicture}
```"
"- Sketch a ball moving downward at 10 m/s before collision.  
- During collision, draw an upward arrow from the floor labeled ""Average force = 18N"".  
- After collision, show the ball moving upward at 8 m/s.  
- Label time of collision: 0.50 s.","```latex
\begin{tikzpicture}[>=stealth]
    % Before collision
    \fill (0,3) circle (0.1) node[below right] {Ball};
    \draw[->, thick] (0,3) -- (0,1.7) node[midway, right] {10 m/s};
    
    % Floor
    \draw[thick] (-1.5,0) -- (1.5,0) node[below left] {Floor};
    
    % During collision (ball on floor)
    \fill (0,0) circle (0.1);
    \draw[->, very thick, blue] (0,0) -- (0,2) node[midway, right] {Average force = 18N};
    \node[below] at (0,-0.5) {Time: 0.50 s};
    
    % After collision
    \fill (0,-1.5) circle (0.1);
    \draw[->, thick] (0,-1.5) -- (0,-0.2) node[midway, right] {8 m/s};
\end{tikzpicture}
```"
"** A sketch shows a mass hanging vertically from a rope passing over a fixed pulley. Two equal-length arrows act on the mass: an upward arrow labeled ""Tension, T"" and a downward arrow labeled ""Weight, 200 N"". The pulley is labeled ""frictionless"".**","```tikz
\begin{tikzpicture}[scale=1, >=Stealth]
  % Beam
  \draw[thick] (-1.5,3) rectangle (1.5,3.2);
  % Pulley support
  \draw[thick] (0,3) -- (0,2.5);
  % Pulley
  \draw[thick] (0,2.5) circle (0.5cm);
  % Rope
  \draw[thick] (-0.5,3) -- (-0.5,2.5) arc (180:270:0.5) -- (0,2) -- (0,1);
  % Mass
  \draw[thick] (-0.5,0.5) rectangle (0.5,1);
  % Forces
  \draw[->, thick] (0,0.75) -- (0,1.25) node[right, pos=0.5] {Tension, T};
  \draw[->, thick] (0,0.75) -- (0,0.25) node[right, pos=0.5] {Weight, 200 N};
  % Pulley label
  \node at (0.7,2.5) {frictionless};
\end{tikzpicture}
```"
"A cube labeled ""C"" with sides marked ""5 cm"". An arrow points to it labeled ""Mass = 500 g"". Below, the calculation shows: Volume = 5 x 5 x 5 = 125 cm³; Density = 500 / 125 = 4.0 g/cm³.","```latex
\begin{tikzpicture}[scale=1]
    % Front face of the cube
    \draw (0,0) -- (5,0) -- (5,5) -- (0,5) -- cycle;
    % Back face of the cube (dashed for hidden lines)
    \draw[dashed] (0.5,-0.5) -- (5.5,-0.5) -- (5.5,4.5) -- (0.5,4.5) -- cycle;
    % Connecting edges (bottom dashed, top solid)
    \draw[dashed] (0,0) -- (0.5,-0.5);
    \draw[dashed] (5,0) -- (5.5,-0.5);
    \draw (0,5) -- (0.5,4.5);
    \draw (5,5) -- (5.5,4.5);
    % Label ""C"" on the front face
    \node at (2.5,2.5) {C};
    % Dimension line for side length
    \draw[<->] (0,-0.8) -- (5,-0.8) node[midway,below] {5 cm};
    % Mass label arrow
    \draw[->, thick] (7,2.5) -- (5.5,2.5) node[midway, above] {Mass = 500 g};
    % Volume calculation
    \node[anchor=center] at (2.5, -2) {Volume = 5 $\times$ 5 $\times$ 5 = 125 cm\textsuperscript{3}};
    % Density calculation
    \node[anchor=center] at (2.5, -3) {Density = 500 / 125 = 4.0 g/cm\textsuperscript{3}};
\end{tikzpicture}
```"
"Two atomic nuclei side by side. Left: labeled ""Carbon-12"" with 6 red protons and 6 blue neutrons. Right: labeled ""Carbon-14"" with 6 red protons and 8 blue neutrons. Arrows emphasize the same proton count but different neutron count.","```tikz
\begin{tikzpicture}[>=stealth]
  % C-12 nucleus
  \foreach \y in {0,1,2} {
    \foreach \x in {0,1,2,3} {
      \ifnum\y=1
        \ifodd\x
          \def\mycol{red}
        \else
          \def\mycol{blue}
        \fi
      \else
        \ifodd\x
          \def\mycol{blue}
        \else
          \def\mycol{red}
        \fi
      \fi
      \draw[fill=\mycol] (\x,\y) circle (0.2);
    }
  }
  \node[below] at (1.5, -1) {Carbon-12};
  \node[below] at (1.5, -1.5) {6 protons, 6 neutrons};
  
  % C-14 nucleus
  \foreach \x in {6,7,8,9,10} {
    \ifnum\x=6 \def\mycol{red}\fi
    \ifnum\x=7 \def\mycol{blue}\fi
    \ifnum\x=8 \def\mycol{red}\fi
    \ifnum\x=9 \def\mycol{blue}\fi
    \ifnum\x=10 \def\mycol{blue}\fi
    \draw[fill=\mycol] (\x,0) circle (0.2);
  }
  \foreach \x in {6,7,8,9,10} {
    \ifnum\x=6 \def\mycol{blue}\fi
    \ifnum\x=7 \def\mycol{red}\fi
    \ifnum\x=8 \def\mycol{blue}\fi
    \ifnum\x=9 \def\mycol{red}\fi
    \ifnum\x=10 \def\mycol{blue}\fi
    \draw[fill=\mycol] (\x,1) circle (0.2);
  }
  \foreach \x in {6.5,7.5,8.5,9.5} {
    \ifdim \x pt = 6.5pt \def\mycol{red}\fi
    \ifdim \x pt = 7.5pt \def\mycol{blue}\fi
    \ifdim \x pt = 8.5pt \def\mycol{red}\fi
    \ifdim \x pt = 9.5pt \def\mycol{blue}\fi
    \draw[fill=\mycol] (\x,2) circle (0.2);
  }
  \node[below] at (8, -1) {Carbon-14};
  \node[below] at (8, -1.5) {6 protons, 8 neutrons};
  
  % Arrows
  \draw[->, thick, green!70!black] (1.5,2.5) -- (8,2.5) node[midway, above] {same: 6 protons};
  \draw[->, thick, red!70!black] (1.5,-0.5) -- (8,-0.5) node[midway, below] {different: 6 vs 8 neutrons};
\end{tikzpicture}
```"
A rectangular coil in a uniform magnetic field. Arrows on the left side show current upward and force outward; arrows on the right show current downward and force inward. Curved arrows indicate clockwise rotation.,"```latex
\begin{tikzpicture}[>=latex]
    % Magnetic field arrows (uniform, horizontal)
    \foreach \y in {2.8,3.0,3.2} {
        \draw[->] (-0.5,\y) -- (4.5,\y);
    }
    \foreach \y in {-0.2,-0.4,-0.6} {
        \draw[->] (-0.5,\y) -- (4.5,\y);
    }
    \node at (5,3) {$\vec{B}$}; % Magnetic field label
    
    % Rectangular coil
    \draw[thick] (0,0) rectangle (4,2);
    
    % Left side: current upward and force outward
    \draw[->, very thick] (0,0.8) -- (0,1.2); % Current (upward)
    \node at (-0.2,1) {$\odot$}; % Force outward symbol
    \node[left] at (-0.2,1) {$F$}; % Force label
    
    % Right side: current downward and force inward
    \draw[->, very thick] (4,1.2) -- (4,0.8); % Current (downward)
    \node at (4.2,1) {$\otimes$}; % Force inward symbol
    \node[right] at (4.2,1) {$F$}; % Force label
    
    % Curved arrow for clockwise rotation
    \draw[->, thick] (1,2.2) .. controls (2,2.7) .. (3,2.2);
\end{tikzpicture}
```"
"A bar magnet showing field lines emerging from its North pole and entering its South pole. A small compass needle is placed at a point near the North pole; its North pole points *away* from the magnet's North pole, along the field line direction. An arrow labelled ""Force on N pole"" points in the same direction as the field line and the compass needle.","```tikz
\usetikzlibrary{arrows.meta}
\begin{tikzpicture}[>=Stealth]
  % Magnet
  \draw[thick] (-2,-0.5) rectangle (2,0.5);
  \node at (-1,0) {S};
  \node at (1,0) {N};

  % Field lines
  \draw[->, thick] (2,0) -- (3,0);
  \draw[->, thick] (2,0.3) -- (2.866,0.8);
  \draw[->, thick] (2,-0.3) -- (2.866,-0.8);

  % Compass needle
  \draw[->, very thick, blue] (3.25,0) -- (3.75,0);

  % Force arrow
  \draw[->, very thick, red] (3.75,0) -- (4.25,0) node[above, midway] {Force on N pole};
\end{tikzpicture}
```"
A → [NOT] → [AND] ← B; output from AND gate.,"```latex
\begin{circuitikz}
    \node[not port] (not) at (1.5,0) {};
    \node[and port] (and) at (3.5,0) {};
    \draw (0,0.5) node[left] {A} -- (not.in);
    \draw (not.out) -- (and.in 1);
    \draw (0,-0.5) node[left] {B} -| (and.in 2);
    \draw (and.out) -- ++(0.5,0) node[right] {output};
\end{circuitikz}
```"
"Simple series circuit with a power supply, fixed resistor Y, and LDR labeled. Arrows show: light ↑ → LDR resistance ↓ → voltage across Y ↑.","```latex
\begin{circuitikz}
    % Draw the circuit
    \draw (0,0) to [battery] (0,2) -- (2,2) to [R, l=Y] (4,2) to [pR, l=LDR] (6,2) -- (6,0) -- (0,0);
    
    % Annotations
    \node at (5,3) {light $\uparrow$};
    \node at (4,3) {LDR resistance $\downarrow$};
    \node at (3,3) {voltage across Y $\uparrow$};
    \draw [->] (5,3) -- (4,3);
    \draw [->] (4,3) -- (3,3);
\end{circuitikz}
```"
Circuit C shows a cell connected to the primary coil of a transformer. The secondary coil is connected only to the lamp. A switch is closed in the primary circuit.,"```latex
\begin{tikzpicture}[european]
  \ctikzset{bipoles/length=0.8cm}
  \node[transformer] (T) at (0,0) {};
  
  % Primary circuit
  \draw (T.A1) to [battery] ++(-2,0) coordinate (battery_end);
  \draw (battery_end) to [switch, status=closed] (battery_end |- T.A2) -- (T.A2);
  
  % Secondary circuit
  \draw (T.B1) to [lamp] ++(2,0) coordinate (lamp_end);
  \draw (lamp_end) -- (lamp_end |- T.B2) -- (T.B2);
\end{tikzpicture}
```"
Simple circuit with cell and lamp only.,"```latex
\begin{circuitikz}
    \draw (0,0) to [cell] (0,2) -- (2,2) to [lamp] (2,0) -- (0,0);
\end{circuitikz}
```"
Primary coil has no connections/wires attached. Secondary coil connected to lamp.,"```latex
\begin{tikzpicture}
    % Primary coil (no connections, using cute inductor without leads)
    \draw (0,0) to [cute inductor, l=Primary coil] (2,0);
    
    % Secondary coil with connections
    \draw (3.5,0) to [L, l=Secondary coil] (6,0);
    
    % Lamp connected in parallel to secondary coil
    \draw (3.5,0) -- (3.5,-1.5) 
        to [lamp, l=Lamp] (6,-1.5) 
        -- (6,0);
\end{tikzpicture}
```"
"Secondary coil connected to lamp, but the other terminal of the lamp is connected back to the primary coil circuit.","```latex
\begin{circuitikz}
    \node[transformer] (T) {};
    % Primary circuit with AC source
    \draw (T.A1) to[V, v=$V_{AC}$] (T.A2);
    % Secondary circuit connections
    \draw (T.B1) to[short] ++(0.5,0) coordinate (lamp_top);
    \draw (lamp_top) to[lamp] (lamp_top |- T.A2) coordinate (lamp_bottom);
    \draw (lamp_bottom) to[short] (T.A2);
    \draw (T.B2) to[short] (lamp_bottom);
\end{circuitikz}
```"
"Battery of two cells in series → positive terminal splits into three wires, each connected to one lamp → all three lamp wires recombine before returning to the negative terminal.","```latex
\begin{tikzpicture}[circuitikz]
    % Battery with two cells in series
    \draw (0,0) to [battery1, num cells=2] (0,2);
    % Positive terminal at top
    \draw (0,2) -- (2,2); 
    % Split into three wires for lamps
    \draw (2,2) -- (1.5,2) to [lamp] (1.5,0) -- (1.5,-0.5);
    \draw (2,2) -- (2.5,2) to [lamp] (2.5,0) -- (2.5,-0.5);
    \draw (2,2) -- (3.5,2) to [lamp] (3.5,0) -- (3.5,-0.5);
    % Recombine wires before negative terminal
    \draw (1.5,-0.5) -- (3.5,-0.5) -- (3.5,-1) -- (0,-1) -- (0,0);
\end{tikzpicture}
```"
"A simple circuit with a battery labeled ""emf = E/Q"", arrows showing charge flow around the full loop, and a resistor. Energy is shown entering the circuit at the battery.","```latex
\begin{tikzpicture}[scale=1, transform shape]
  \draw (0,0) to [battery, l^=emf = $E/Q$, i>=$ $] (0,2); % Battery with label and current arrow
  \draw (0,2) to [short, i>=$ $] (2,2); % Top wire with current arrow
  \draw (2,2) to [resistor, l=$R$, i>=$ $] (2,0); % Resistor with label and current arrow
  \draw (2,0) to [short, i>=$ $] (0,0); % Bottom wire with current arrow
  \draw [->, thick] (-1,1) -- (0,1) node[midway, above] {Energy}; % Energy input arrow
\end{tikzpicture}
```"
A metal sphere on an insulating stand. A negatively charged rod approaches from the left. Arrows show electrons repelled to the far side. Earth wire connected to the far side.,"```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=1, >=Stealth]

% Metal sphere
\draw (0,0) circle (1.5cm) node[above] {Metal sphere};

% Insulating stand (base and pillar)
\filldraw[gray!30] (-1,-2.5) rectangle (1,-2.2); % Base
\filldraw[gray!30] (-0.3,-2.2) rectangle (0.3, -1.5); % Pillar
\draw (-1,-2.5) -- (1,-2.5); % Base outline

% Negatively charged rod
\fill[gray!40] (-5,-1) rectangle (-3.5,1);
\foreach \y in {-0.8,-0.4,0,0.4,0.8} {
    \node at (-4.25,\y) {$-$};
}
\node[rotate=90] at (-4.25,1.5) {Negatively charged rod};

% Electron movement arrows
\foreach \y in {-1,-0.5,0,0.5,1} {
    \draw[->, thick, red] (-1.5,\y) -- (0.5,\y);
}
\node[red,right] at (0.5,1.2) {Electrons repelled};

% Earth wire
\draw[thick] (1.5,0) -- (1.5,-2.5) -- (2.5,-2.5); % Wire
% Grounding symbol
\draw (2.5,-2.5) -- (2.5,-2.7);
\draw (2.3,-2.7) -- (2.7,-2.7);
\draw (2.4,-2.8) -- (2.6,-2.8);
\draw (2.45,-2.9) -- (2.55,-2.9);
\node[below] at (2.5,-2.9) {Earth};

\end{tikzpicture}
\end{document}
```

This TikZ code draws:
1. A metal sphere centered at (0,0) with radius 1.5cm
2. An insulating stand consisting of a rectangular base and pillar
3. A negatively charged rod on the left with multiple '-' symbols
4. Red arrows inside the sphere showing electron repulsion to the right
5. An earth wire connected to the right side of the sphere with proper grounding symbol

All elements are labeled according to the description. The rod is clearly marked as negatively charged, the electron movement arrows are shown in red, and the earth connection includes the standard grounding symbol."
"Two identical cans in space. Arrows labeled ""Infrared Radiation"" point away from both cans. Many large arrows come from the black can, indicating high emission rate. Few small arrows come from the shiny can, indicating low emission rate. Text labels: ""Vacuum - No conduction/convection"", ""Dull Black Surface: Good Emitter"", ""Shiny Surface: Poor Emitter"".","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[
    >=Latex,
    blackcan/.style={draw,fill=black,rounded corners=2pt,minimum width=1.5cm,minimum height=2cm},
    shinycan/.style={draw,fill=lightgray,rounded corners=2pt,minimum width=1.5cm,minimum height=2cm}
]

% Draw vacuum environment label
\node[align=center] at (1.5,3.5) {Vacuum - No conduction/convection};

% Draw cans
\node[blackcan] (black) at (0,0) {};
\node[shinycan] (shiny) at (3,0) {};

% Add shine effect to shiny can
\fill[white] (3.5,0.5) ellipse (0.2 and 0.1);

% Draw emission arrows for black can (many large)
\foreach \angle in {0,30,60,...,330} {
    \draw[->,red,thick] (black) -- ++(\angle:2);
}
% Label one arrow for black can
\draw[->,red,thick] (black) -- ++(60:2.5) node[midway,above,sloped] {Infrared Radiation};

% Draw emission arrows for shiny can (few small)
\foreach \angle in {45,135,225,315} {
    \draw[->,red,thick] (shiny) -- ++(\angle:0.7);
}
% Label one arrow for shiny can
\draw[->,red,thick] (shiny) -- ++(45:1.2) node[midway,above,sloped] {Infrared Radiation};

% Add surface labels
\node[below,align=center] at (0,-1.5) {Dull Black Surface: Good Emitter};
\node[below,align=center] at (3,-1.5) {Shiny Surface: Poor Emitter};

\end{tikzpicture}
\end{document}
```"
